filename,ID,Item Name,Name,Population,Type,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment Whole cells ID
GTY029 25C 7 (cropped)_01_c2m-80.csv,142,GTY029 25C 7 (cropped)_01,Whole cells 1,Whole cells,Object,141.91,NA,NA,NA,NA,NA,448.5,4031.26,955.56,114000000,238.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,143,GTY029 25C 7 (cropped)_01,Whole cells 2,Whole cells,Object,85.34,NA,NA,NA,NA,NA,507.09,2758.18,959.35,68759792,210.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,144,GTY029 25C 7 (cropped)_01,Whole cells 3,Whole cells,Object,69.49,NA,NA,NA,NA,NA,504.54,2469.36,957.4,55874920,198.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,145,GTY029 25C 7 (cropped)_01,Mito 1,Mito,Object,0.0238,836,950,889.75,17795,28.72,796.77,919.15,853.79,17075.86,31.1,448,555,487.5,9750,26.05,458.98,490.02,475.05,9500.96,8.52,NA,144
GTY029 25C 7 (cropped)_01_c2m-80.csv,146,GTY029 25C 7 (cropped)_01,Mito 2,Mito,Object,0.616,821,1107,927.17,479345,45.65,810.42,1987.76,1150.32,594716.25,225.78,413,1039,596.31,308293,122.93,459.09,8280.35,1294.72,669368.13,1267.76,NA,143
GTY029 25C 7 (cropped)_01_c2m-80.csv,147,GTY029 25C 7 (cropped)_01,Mito 3,Mito,Object,0.0119,692,783,741,7410,24.62,662.06,725.04,692.4,6924,18.69,415,467,436.8,4368,16.92,458.86,474.42,465.52,4655.23,5.37,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,148,GTY029 25C 7 (cropped)_01,Mito 4,Mito,Object,0.0226,743,850,791.16,15032,28.17,670.44,840.92,790.42,15018.04,47.24,366,487,413.63,7859,30.98,459.88,510.06,484.25,9200.82,14.54,NA,144
GTY029 25C 7 (cropped)_01_c2m-80.csv,149,GTY029 25C 7 (cropped)_01,Mito 5,Mito,Object,0.031,770,921,842.92,21916,38.93,804.1,991.14,927.58,24117.09,57.01,416,576,477.31,12410,31.1,459.63,522.92,485.82,12631.33,20.67,NA,143
GTY029 25C 7 (cropped)_01_c2m-80.csv,150,GTY029 25C 7 (cropped)_01,Mito 6,Mito,Object,1.43,769,1046,912.39,1092125,41.96,828.79,1711.84,1133.1,1356321.25,145.15,300,743,406.57,486664,60.69,458.5,5599.35,838.21,1003336.25,529.99,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,151,GTY029 25C 7 (cropped)_01,Mito 7,Mito,Object,0.146,706,1008,830.6,102164,58.34,694.25,1463.37,1005.18,123637.4,210.71,345,495,412.69,50761,28.79,458.82,585.96,493.01,60639.73,29.23,NA,142
GTY029 25C 7 (cropped)_01_c2m-80.csv,152,GTY029 25C 7 (cropped)_01,Mito 8,Mito,Object,0.0881,691,834,759.85,56229,31.52,659.88,926.02,768.89,56897.88,54.53,349,445,397.85,29441,22.71,461.12,535.85,491.1,36341.45,20.03,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,153,GTY029 25C 7 (cropped)_01,Mito 9,Mito,Object,0.0274,822,973,922.91,21227,35.38,874.28,1098.09,994.34,22869.77,77.47,514,617,552.91,12717,31.54,459.53,515.36,483.1,11111.32,17.57,NA,142
GTY029 25C 7 (cropped)_01_c2m-80.csv,154,GTY029 25C 7 (cropped)_01,Mito 10,Mito,Object,0.822,733,1042,875.95,604403,52.19,669.52,2004.94,1178.56,813205.31,287.31,332,959,512.08,353335,123.01,459.1,11408.81,1663.26,1147652.75,1776.59,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,155,GTY029 25C 7 (cropped)_01,Mito 11,Mito,Object,3.54,733,1071,908.52,2697395,52.88,627.75,1999.77,1160.09,3444307.75,242.87,344,1055,587.71,1744908,134.05,458.55,9324.35,1532.31,4549417,1312.09,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,156,GTY029 25C 7 (cropped)_01,Mito 12,Mito,Object,0.031,861,986,933.81,24279,34.64,1117.96,1462.56,1260.94,32784.4,102.83,345,402,373.27,9705,15.66,459.51,541.69,488.94,12712.44,25.35,NA,144
GTY029 25C 7 (cropped)_01_c2m-80.csv,157,GTY029 25C 7 (cropped)_01,Mito 13,Mito,Object,0.0143,881,1002,935.83,11230,34.76,915.07,1029.95,961.91,11542.97,30.49,394,454,425.67,5108,16.07,462.14,483.97,470.22,5642.67,6.92,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,158,GTY029 25C 7 (cropped)_01,Mito 14,Mito,Object,0.688,771,1066,926.56,535549,48.91,591.89,1891.49,1069.98,618449.31,271.48,367,868,512.39,296161,99.34,458.93,9105.36,1482.39,856820.88,1480.15,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,159,GTY029 25C 7 (cropped)_01,Mito 15,Mito,Object,1.62,738,1020,867.22,1180288,42.27,565.97,1716.7,1071.67,1458547.13,207.21,328,787,484.79,659805,81.45,458.59,6268.07,1271.38,1730351,996.43,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,160,GTY029 25C 7 (cropped)_01,Mito 16,Mito,Object,0.0119,875,1016,945.7,9457,46.26,1255.07,1414.34,1341.13,13411.31,54.57,351,416,381.5,3815,19.64,460.26,504.38,482.81,4828.1,12.06,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,161,GTY029 25C 7 (cropped)_01,Mito 17,Mito,Object,0.0155,744,923,820.69,10669,49.86,712.47,1206.02,917.33,11925.28,192.56,315,394,356.15,4630,25.11,459.86,480.12,467.26,6074.38,5.46,NA,144
GTY029 25C 7 (cropped)_01_c2m-80.csv,162,GTY029 25C 7 (cropped)_01,Mito 18,Mito,Object,0.0191,861,970,921.63,14746,33.14,973.65,1121.55,1056.28,16900.52,44.48,446,528,485.31,7765,23.02,463.35,492.06,477.9,7646.36,9.44,NA,143
GTY029 25C 7 (cropped)_01_c2m-80.csv,163,GTY029 25C 7 (cropped)_01,Mito 19,Mito,Object,1.73,729,1410,900.94,1309967,64.88,614.95,9560.86,1201.68,1747236.25,597.97,298,776,421.08,612244,73.17,458.76,7879.01,1160.69,1687641.88,916.53,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,164,GTY029 25C 7 (cropped)_01,Mito 20,Mito,Object,6.82,757,1601,940.49,5387136,59.06,604.05,13267.72,1206.34,6909922.5,391.48,315,1240,496.21,2842297,107.61,458.46,13293.34,1172.08,6713650.5,1054.7,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,165,GTY029 25C 7 (cropped)_01,Mito 21,Mito,Object,0.0179,812,924,860.93,12914,34,645.96,980.95,813.24,12198.56,106.33,333,374,356.6,5349,11.53,459.51,479.89,469.43,7041.46,6.64,NA,142
GTY029 25C 7 (cropped)_01_c2m-80.csv,166,GTY029 25C 7 (cropped)_01,Mito 22,Mito,Object,0.266,842,1049,935.55,208627,36.97,672.88,1260.24,961.12,214328.84,125.98,308,542,387.04,86311,47.31,458.73,4177.46,1043.09,232609.16,720.28,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,167,GTY029 25C 7 (cropped)_01,Mito 23,Mito,Object,0.0786,837,992,903.8,59651,34.65,758.21,1199.88,893.69,58983.59,100.29,322,421,373.39,24644,22.02,458.96,501,473.51,31251.71,9.91,NA,144
GTY029 25C 7 (cropped)_01_c2m-80.csv,168,GTY029 25C 7 (cropped)_01,Mito 24,Mito,Object,0.221,772,1029,908.14,168914,43.71,653.15,1160.13,834.82,155275.89,97.05,332,443,384.22,71464,20.81,458.79,536.51,489.9,91121.12,21.72,NA,142
GTY029 25C 7 (cropped)_01_c2m-80.csv,169,GTY029 25C 7 (cropped)_01,Mito 25,Mito,Object,0.0357,779,929,836.13,25084,30.88,635.66,808.84,727.4,21822.06,44.42,353,464,399.77,11993,26.98,458.71,543.22,488.35,14650.51,25.18,NA,142
GTY029 25C 7 (cropped)_01_c2m-80.csv,170,GTY029 25C 7 (cropped)_01,Mito 26,Mito,Object,0.468,704,916,812.16,319179,35.04,544.1,948.19,718.88,282519.38,67.08,328,518,412.09,161952,37.61,458.62,657.77,496.91,195284,33.93,NA,143
GTY029 25C 7 (cropped)_01_c2m-80.csv,171,GTY029 25C 7 (cropped)_01,Mito 27,Mito,Object,0.0321,784,967,895.56,24180,39.05,671.54,869.53,759.27,20500.25,45.36,319,394,360.78,9741,18.26,458.6,528.82,493.15,13314.98,20.62,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,172,GTY029 25C 7 (cropped)_01,Mito 28,Mito,Object,0.0202,868,1013,943.18,16034,45.29,779.13,1122.9,981.16,16679.66,84.76,344,406,367.59,6249,16.2,458.6,509.36,478.23,8129.93,14.52,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,173,GTY029 25C 7 (cropped)_01,Mito 29,Mito,Object,14.95,671,1151,898.72,11284375,73.43,526.45,2469.36,1063.59,13354376,280.57,274,1251,549.83,6903722,163.9,458.47,10805.14,1122.54,14094625,1052.56,NA,144
GTY029 25C 7 (cropped)_01_c2m-80.csv,174,GTY029 25C 7 (cropped)_01,Mito 30,Mito,Object,0.257,801,987,887.07,191608,38.01,597.01,1098.36,797.87,172340.25,90.41,326,470,402.28,86893,26.58,458.54,615.31,515.03,111246.2,40.02,NA,143
GTY029 25C 7 (cropped)_01_c2m-80.csv,175,GTY029 25C 7 (cropped)_01,Mito 31,Mito,Object,0.0179,707,824,765.6,11484,33.49,623.25,698.45,654.03,9810.49,19.49,337,395,365.53,5483,16.92,459.04,489.89,473.6,7103.98,9.27,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,176,GTY029 25C 7 (cropped)_01,Mito 32,Mito,Object,0.0179,680,777,738.47,11077,30.38,517.29,721.81,609.52,9142.86,56.61,331,387,352.53,5288,14.69,461.14,482.58,468.98,7034.75,6.47,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,177,GTY029 25C 7 (cropped)_01,Mito 33,Mito,Object,19.3,675,1199,943.15,15285658,58.42,589.63,2455.7,1118.66,18130086,248.68,286,1389,632.23,10246615,156.41,458.46,20671.5,1303.94,21132914,1366.84,NA,142
GTY029 25C 7 (cropped)_01_c2m-80.csv,178,GTY029 25C 7 (cropped)_01,Mito 34,Mito,Object,0.0119,896,1033,945.7,9457,35.31,819.68,919.74,874.97,8749.66,29.24,398,454,427.8,4278,18.19,460.18,476.72,466.89,4668.91,6.04,NA,142
GTY029 25C 7 (cropped)_01_c2m-80.csv,179,GTY029 25C 7 (cropped)_01,Mito 35,Mito,Object,0.126,772,974,877.65,93031,36.31,620.45,896.54,750.2,79520.94,65.44,342,494,401.97,42609,27.32,459.2,574.08,489.13,51847.86,25.17,NA,142
GTY029 25C 7 (cropped)_01_c2m-80.csv,180,GTY029 25C 7 (cropped)_01,Mito 36,Mito,Object,6.46,653,1244,921.66,5001849,78.86,554.63,3442.59,1145.98,6219257.5,380.2,314,1483,651.44,3535355,205.55,458.45,15971.9,1708.81,9273716,2130.58,NA,142
GTY029 25C 7 (cropped)_01_c2m-80.csv,181,GTY029 25C 7 (cropped)_01,Mito 37,Mito,Object,8.6,758,1203,963.75,6962155,63.81,617.36,2696.25,1163.49,8405069,261.08,338,1269,573.3,4141543,134.33,458.47,12341.53,1331.86,9621366,1296.71,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,182,GTY029 25C 7 (cropped)_01,Mito 38,Mito,Object,0.0119,865,979,927,9270,35.82,612.11,947.45,781.79,7817.86,97.55,368,442,397.2,3972,22.63,460,491.47,474.85,4748.51,8.75,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,183,GTY029 25C 7 (cropped)_01,Mito 39,Mito,Object,12.15,722,1466,964.38,9836667,71.05,539.87,6597.32,1150.21,11732140,356.43,330,1264,563.32,5745840,116.79,458.47,16743.79,1305.01,13311067,1305.9,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,184,GTY029 25C 7 (cropped)_01,Mito 40,Mito,Object,0.375,872,1135,982.11,309366,47.1,679.34,1975.54,1067.03,336115.22,272.93,364,806,515.88,162502,90.08,458.47,9737.7,1435.94,452319.72,1615.9,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,185,GTY029 25C 7 (cropped)_01,Mito 41,Mito,Object,21.03,658,1201,908.68,16048180,72.07,488.15,2758.18,1079.51,19065220,297.92,273,1708,599.53,10588291,201.57,458.48,20485.51,1315.54,23233712,1646.52,NA,143
GTY029 25C 7 (cropped)_01_c2m-80.csv,186,GTY029 25C 7 (cropped)_01,Mito 42,Mito,Object,0.0202,765,907,831.76,14140,35.5,621.28,743.6,678.07,11527.21,40.5,325,419,376.29,6397,25.67,460,514.94,484.24,8232.06,17.3,NA,143
GTY029 25C 7 (cropped)_01_c2m-80.csv,187,GTY029 25C 7 (cropped)_01,Mito 43,Mito,Object,0.0357,878,1004,938.23,28147,34.9,763.24,933.75,834.34,25030.3,35.89,346,440,388.73,11662,22.62,458.9,527.95,482.45,14473.52,20.19,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,188,GTY029 25C 7 (cropped)_01,Mito 44,Mito,Object,0.0131,858,983,918,10098,33.83,704.93,768.81,742.91,8172.01,18.05,347,426,393.64,4330,21.43,460.76,492.18,475.55,5231.03,11.31,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,189,GTY029 25C 7 (cropped)_01,Mito 45,Mito,Object,20.15,674,1204,910.22,15402739,68.95,480.04,3238.69,1085.56,18369854,301.03,336,1864,699.57,11838166,231.02,458.5,20800.05,1548.06,26196256,1931.24,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,190,GTY029 25C 7 (cropped)_01,Mito 46,Mito,Object,0.0167,833,946,887.64,12427,29.79,585.81,787.24,699.11,9787.47,61.11,342,400,373,5222,17.98,458.7,490.54,471.79,6605.02,9.79,NA,NA
GTY029 25C 7 (cropped)_01_c2m-80.csv,191,GTY029 25C 7 (cropped)_01,Mito 47,Mito,Object,12.75,697,1236,924.49,9903189,78.21,536.16,2697.74,1100.19,11785242,322.19,322,2105,718.5,7696622,289.7,458.47,25622.73,1584.79,16976234,2093.68,NA,NA
GTY029 25C 7 (cropped)_02_c45m-80.csv,1,GTY029 25C 7 (cropped)_02,ROIs 1,ROIs,Object,161.19,543,819,674,91242950,30.69,385.18,1033.48,669.45,90627448,76.77,196,346,254.35,34432673,14.75,165.98,338.44,249.86,33825328,19.33,NA,NA
GTY029 25C 7 (cropped)_02_c45m-80.csv,28,GTY029 25C 7 (cropped)_02,Whole cells 1,Whole cells,Object,194.49,NA,NA,NA,NA,NA,0,3835.94,931.33,152000000,238.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
GTY029 25C 7 (cropped)_02_c45m-80.csv,29,GTY029 25C 7 (cropped)_02,Mito 1,Mito,Object,12.36,715,1140,916.31,9513138,59.87,586.18,3238.69,1161.95,12063320,309.51,402,1864,778.53,8082719,216.5,564.31,18150.18,1909.44,19823794,1961.2,NA,28
GTY029 25C 7 (cropped)_02_c45m-80.csv,30,GTY029 25C 7 (cropped)_02,Mito 2,Mito,Object,1.85,822,1204,983.05,1524712,50.92,694.39,2544.1,1176.93,1825412.25,261.04,364,1827,785.2,1217838,279.94,564.45,20800.05,2481.45,3848724.75,3115,NA,28
GTY029 25C 7 (cropped)_02_c45m-80.csv,31,GTY029 25C 7 (cropped)_02,Mito 3,Mito,Object,0.567,830,1070,952.12,453209,43.37,625.85,1799.32,1071.77,510162.75,242.79,363,1218,641.88,305533,172.14,565.41,17014.63,2494.92,1187580.63,2917.36,NA,28
GTY029 25C 7 (cropped)_02_c45m-80.csv,32,GTY029 25C 7 (cropped)_02,Mito 4,Mito,Object,0.0714,883,1049,957.1,57426,36.38,766.82,1067.32,943.4,56603.82,61.36,366,475,421.53,25292,22.74,566.59,638.71,589.88,35392.82,17.85,NA,28
GTY029 25C 7 (cropped)_02_c45m-80.csv,33,GTY029 25C 7 (cropped)_02,Mito 5,Mito,Object,0.0643,737,872,789.85,42652,27.45,553.19,684.81,617.92,33367.71,32.33,389,520,458.26,24746,30.88,564.65,684.79,610,32939.83,32.21,NA,28
GTY029 25C 7 (cropped)_02_c45m-80.csv,34,GTY029 25C 7 (cropped)_02,Mito 6,Mito,Object,0.0131,776,920,865.91,9525,42.81,691.7,762.97,726.36,7989.91,21.11,417,493,456.45,5021,25.25,566.23,615.55,590.24,6492.62,16.57,NA,28
GTY029 25C 7 (cropped)_02_c45m-80.csv,35,GTY029 25C 7 (cropped)_02,Mito 7,Mito,Object,7.6,738,1236,950.89,6065711,72.98,540.56,2697.74,1225.69,7818686,322.78,363,2105,851.76,5433398,295.22,564.31,25622.73,2171.07,13849246,2368.98,NA,28
GTY029 25C 7 (cropped)_03_c42m-80.csv,1,GTY029 25C 7 (cropped)_03,ROIs 1,ROIs,Object,105.18,535,847,679.09,59987269,30.88,397.2,1021.63,674.31,59565004,83.79,202,322,253.55,22397701,13.83,169.23,342.86,250.95,22167950,19,NA,NA
GTY029 25C 7 (cropped)_03_c42m-80.csv,23,GTY029 25C 7 (cropped)_03,Whole cells 1,Whole cells,Object,53.99,NA,NA,NA,NA,NA,0,1999.77,865.24,39231508,221.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
GTY029 25C 7 (cropped)_03_c42m-80.csv,24,GTY029 25C 7 (cropped)_03,Mito 1,Mito,Object,0.056,705,845,783.7,36834,27.88,672.88,767.59,722.84,33973.42,24.55,294,366,329.02,15464,17.27,319.25,335.62,325.76,15310.56,4.27,NA,23
GTY029 25C 7 (cropped)_03_c42m-80.csv,25,GTY029 25C 7 (cropped)_03,Mito 2,Mito,Object,0.0405,717,808,774.38,26329,22.45,651.15,726.22,675.38,22962.99,17.29,303,362,332.47,11304,15.55,319.84,364.79,338.16,11497.5,13.97,NA,23
GTY029 25C 7 (cropped)_03_c42m-80.csv,26,GTY029 25C 7 (cropped)_03,Mito 3,Mito,Object,0.0131,764,878,805.27,8858,30.24,715.41,774.63,746.66,8213.21,19.15,288,369,320.82,3529,20.15,319.33,325.69,321.51,3536.65,1.94,NA,23
GTY029 25C 7 (cropped)_03_c42m-80.csv,27,GTY029 25C 7 (cropped)_03,Mito 4,Mito,Object,0.18,684,918,781.62,118024,40.91,640.26,969.45,724.29,109367.54,62.1,274,381,327.95,49521,21.55,319.39,352.77,329.37,49734.71,7.1,NA,23
GTY029 25C 7 (cropped)_03_c42m-80.csv,28,GTY029 25C 7 (cropped)_03,Mito 5,Mito,Object,0.031,689,825,762.04,19813,33.73,715.64,875.44,795.13,20673.47,35.38,268,314,288.58,7503,11.47,319.3,351.67,330.83,8601.58,9.58,NA,23
GTY029 25C 7 (cropped)_03_c42m-80.csv,29,GTY029 25C 7 (cropped)_03,Mito 6,Mito,Object,0.0643,754,915,844.59,45608,36.59,540.06,1124.55,830.1,44825.21,121.99,281,363,320.17,17289,18.08,319.23,369.08,333.69,18019.1,13.61,NA,23
GTY029 25C 7 (cropped)_03_c42m-80.csv,30,GTY029 25C 7 (cropped)_03,Mito 7,Mito,Object,0.0119,687,786,745.5,7455,27.34,568.47,734.53,649.91,6499.09,52.26,269,314,294.7,2947,15.69,320.24,334.91,326.14,3261.43,4.9,NA,NA
GTY029 25C 7 (cropped)_03_c42m-80.csv,31,GTY029 25C 7 (cropped)_03,Mito 8,Mito,Object,0.369,697,917,797.73,247297,35.36,503.45,860.42,678.55,210349.47,64.54,266,371,324.54,100606,18.51,319.27,398.64,345.24,107025.61,18.16,NA,23
GTY029 25C 7 (cropped)_03_c42m-80.csv,32,GTY029 25C 7 (cropped)_03,Mito 9,Mito,Object,0.0179,723,842,802.27,12034,30.49,585.83,711.85,641.22,9618.28,38.71,283,340,312.07,4681,14.92,321.56,359.61,337.08,5056.16,11.3,NA,23
GTY029 25C 7 (cropped)_03_c42m-80.csv,33,GTY029 25C 7 (cropped)_03,Mito 10,Mito,Object,11.68,654,1074,864.84,8484083,63.17,460.99,1999.77,988.46,9696780,248.76,267,1055,455.79,4471291,128.63,319.21,9324.35,843.18,8271585.5,978.4,NA,23
GTY029 25C 7 (cropped)_04_c45m200.csv,1,GTY029 25C 7 (cropped)_04,ROIs 1,ROIs,Object,349.92,548,829,681.57,200000000,30.91,374.2,1055.78,678.7,199000000,79.58,192,317,251.25,73836850,13.54,169.12,461.21,250.48,73611440,17.88,NA,NA
GTY029 25C 7 (cropped)_04_c45m200.csv,13,GTY029 25C 7 (cropped)_04,Whole cells 1,Whole cells,Object,117.33,NA,NA,NA,NA,NA,0,13267.72,922.5,90901704,265.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
GTY029 25C 7 (cropped)_04_c45m200.csv,14,GTY029 25C 7 (cropped)_04,Mito 1,Mito,Object,2.51,717,1445,894.38,1888036,66.18,571.25,12545.13,1156.5,2441373.75,651.86,278,776,397.57,839268,71.51,359.31,7879.01,923.25,1948991.25,838.8,NA,13
GTY029 25C 7 (cropped)_04_c45m200.csv,15,GTY029 25C 7 (cropped)_04,Mito 2,Mito,Object,0.0274,606,727,676.39,15557,34.64,528,700.69,614.27,14128.1,53.73,252,305,273.87,6299,14.06,359.87,461.21,393.17,9042.9,30.35,NA,NA
GTY029 25C 7 (cropped)_04_c45m200.csv,16,GTY029 25C 7 (cropped)_04,Mito 3,Mito,Object,0.436,838,1049,931.2,340820,37.15,623.1,1272.23,930.42,340532.88,130.07,286,542,367.64,134555,45.77,359.32,4177.46,792.61,290096.22,643.6,NA,13
GTY029 25C 7 (cropped)_04_c45m200.csv,17,GTY029 25C 7 (cropped)_04,Mito 4,Mito,Object,0.0131,721,869,805.36,8859,41.12,623.34,908.83,745.84,8204.24,85.32,303,374,344.73,3792,23.24,361.39,389.93,372.86,4101.45,8.44,NA,13
GTY029 25C 7 (cropped)_04_c45m200.csv,18,GTY029 25C 7 (cropped)_04,Mito 5,Mito,Object,0.0214,754,923,835.11,15032,44.62,592.07,862.38,670.94,12076.87,72.14,321,366,343.89,6190,13.68,359.37,402.23,375.59,6760.56,11.88,NA,13
GTY029 25C 7 (cropped)_04_c45m200.csv,19,GTY029 25C 7 (cropped)_04,Mito 6,Mito,Object,0.0405,754,877,804.35,27348,31.49,588.55,869.05,755.71,25694.24,80.37,278,345,308.12,10476,18.54,359.75,436.86,384.05,13057.59,23.96,NA,13
GTY029 25C 7 (cropped)_04_c45m200.csv,20,GTY029 25C 7 (cropped)_04,Mito 7,Mito,Object,17.36,732,1609,918.39,13387397,60.17,548.74,13267.72,1049.16,15293606,361.71,278,1240,426.14,6211832,93.77,359.28,13293.34,737.7,10753520,772.37,NA,13
GTY029 25C 7 (cropped)_04_c45m200.csv,21,GTY029 25C 7 (cropped)_04,Mito 8,Mito,Object,0.0631,828,1015,892.89,47323,34.45,641.17,898.15,784.62,41584.61,53.63,296,359,326.91,17326,13.68,359.77,417.42,380.2,20150.67,15.85,NA,13
GTY029 25C 7 (cropped)_05_c50m-80.csv,1,GTY029 25C 7 (cropped)_05,ROIs 1,ROIs,Object,208.22,562,819,682.88,119000000,31,373.92,1025.83,677.25,118000000,83.12,201,319,254,44417038,13.81,171.26,343.14,251.67,44009028,18.54,NA,NA
GTY029 25C 7 (cropped)_05_c50m-80.csv,15,GTY029 25C 7 (cropped)_05,Whole cells 1,Whole cells,Object,143.57,NA,NA,NA,NA,NA,0,18136.2,972.56,117000000,412.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA
GTY029 25C 7 (cropped)_05_c50m-80.csv,16,GTY029 25C 7 (cropped)_05,Mito 1,Mito,Object,0.0155,770,890,828.69,10773,35.51,756.59,830.29,782.83,10176.82,19.22,283,356,332.77,4326,19.62,352.88,362.72,357.36,4645.65,3.06,NA,15
GTY029 25C 7 (cropped)_05_c50m-80.csv,17,GTY029 25C 7 (cropped)_05,Mito 2,Mito,Object,0.0572,786,928,851.54,40874,35.14,725.22,856.46,773.27,37116.81,26.19,302,384,339.44,16293,17.05,352.55,378.07,362.56,17402.77,7.21,NA,15
GTY029 25C 7 (cropped)_05_c50m-80.csv,18,GTY029 25C 7 (cropped)_05,Mito 3,Mito,Object,0.0155,838,924,893.31,11613,24.5,784.54,819.85,798.52,10380.74,9.59,321,380,348,4524,16.12,352.43,360.73,356.23,4630.96,2.6,NA,15
GTY029 25C 7 (cropped)_05_c50m-80.csv,19,GTY029 25C 7 (cropped)_05,Mito 4,Mito,Object,0.0167,852,936,902.5,12635,22.2,835.02,926.68,887.13,12419.81,23.31,360,454,400.93,5613,28.7,353.71,361.99,358.09,5013.26,2.62,NA,15
GTY029 25C 7 (cropped)_05_c50m-80.csv,20,GTY029 25C 7 (cropped)_05,Mito 5,Mito,Object,0.113,768,976,876.05,83225,41.58,786.13,1292.32,977.2,92833.97,118.87,304,406,353.09,33544,21.87,352.34,427.1,372.33,35371.26,17.75,NA,15
GTY029 25C 7 (cropped)_05_c50m-80.csv,21,GTY029 25C 7 (cropped)_05,Mito 6,Mito,Object,0.133,677,948,810.64,90792,63.46,719.02,1688.94,1012.53,113403.8,249.93,292,394,337.19,37765,21.86,352.27,389.81,364.97,40876.41,8.95,NA,15
GTY029 25C 7 (cropped)_05_c50m-80.csv,22,GTY029 25C 7 (cropped)_05,Mito 7,Mito,Object,0.163,842,1003,912.7,125040,35.37,859.82,1266.83,1030.32,141153.66,95.96,326,490,391.64,53654,30.59,352.32,456.26,389.21,53321.3,28.68,NA,15
GTY029 25C 7 (cropped)_05_c50m-80.csv,23,GTY029 25C 7 (cropped)_05,Mito 8,Mito,Object,0.0405,812,979,900.44,30615,39.32,664.39,967.13,803.84,27330.66,75.51,301,407,348.71,11856,22.39,352.79,407.96,369.49,12562.69,14.48,NA,15
GTY029 25C 7 (cropped)_05_c50m-80.csv,24,GTY029 25C 7 (cropped)_05,Mito 9,Mito,Object,1.46,657,1046,863.33,1055850,55.47,598.4,2004.94,1059.94,1296308.13,295.16,276,959,446.99,546665,120.75,352.19,11408.81,1108.24,1355376.25,1476.44,NA,15
GTY029 25C 7 (cropped)_05_c50m-80.csv,25,GTY029 25C 7 (cropped)_05,Mito 10,Mito,Object,0.102,765,979,826.86,71110,38.07,523.06,795.41,643.86,55371.84,57.82,297,392,336.16,28910,22.01,352.06,402.29,368.91,31725.97,12.43,NA,15
GTY029 25C 7 (cropped)_05_c50m-80.csv,26,GTY029 25C 7 (cropped)_05,Mito 11,Mito,Object,0.0167,822,955,887.21,12421,37.71,709.93,861.61,782.69,10957.67,42.06,306,361,338.57,4740,16.33,353.83,387.68,365.09,5111.29,9.53,NA,15
