filename,ID,Item Name,Name,Population,Type,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment Whole cells ID
GTY029 36C 16 (cropped)_c-2m-50.csv,546,GTY029 36C 16 (cropped),Mito 13,Mito,Object,0.349,781,1048,898.04,263126,51.1,921.25,2658.84,1533.61,449349,341.76,450,808,627.86,183963,76.63,1210.38,7901.94,2708.6,793619.13,1447.25,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,541,GTY029 36C 16 (cropped),Mito 8,Mito,Object,0.419,693,1060,877.3,308810,69.9,669.12,3213.08,1612.79,567701.94,582.27,435,1166,707.03,248874,147.29,1207.71,11718.7,3410,1200321.13,2449.82,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,534,GTY029 36C 16 (cropped),Mito 1,Mito,Object,0.445,696,929,829.8,310344,39.48,844.49,1503.18,1085.41,405943.22,112.74,466,756,604.75,226176,57.53,1207.49,3300.92,1687.39,631083.94,426.13,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,547,GTY029 36C 16 (cropped),Mito 14,Mito,Object,0.529,661,951,820.87,364467,46.57,660.57,2115.98,1188.41,527652.38,293.11,398,657,528.21,234524,50.41,1209.22,5253.99,2193.72,974013.13,832.37,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,556,GTY029 36C 16 (cropped),Mito 23,Mito,Object,0.726,691,1108,932.43,568782,82.03,564.91,1441.9,1058.2,645500.06,190.85,435,1040,703.35,429041,126.06,1208.5,3585.95,1656.61,1010534.94,470.17,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,535,GTY029 36C 16 (cropped),Mito 2,Mito,Object,0.763,729,1093,890,570488,65.64,845.63,1645.05,1185.96,760200.25,146.53,542,1085,793.54,508657,94.08,1208.82,6449.13,2008.44,1287410.25,909.47,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,540,GTY029 36C 16 (cropped),Mito 7,Mito,Object,0.925,785,1163,923.9,717871,65.47,579.41,3723,1350,1048947.75,508.53,538,1168,799.9,621522,117.53,1207.68,11008.75,2812.17,2185053.5,1685.35,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,553,GTY029 36C 16 (cropped),Mito 20,Mito,Object,0.961,732,1010,862.17,695774,45.59,646.49,2099.3,1182.48,954265.19,277.29,489,967,661.69,533980,81.09,1207.7,8430.25,2385.75,1925300,1346.96,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,543,GTY029 36C 16 (cropped),Mito 10,Mito,Object,1.58,743,1068,907.16,1206517,51.19,646.87,2432.85,1328.95,1767505.88,361.48,521,1264,841.71,1119478,131.2,1207.84,10004.79,2797.61,3720822.5,1652.2,NA,531
GTY029 36C 16 (cropped)_c-2m-50.csv,545,GTY029 36C 16 (cropped),Mito 12,Mito,Object,1.66,750,1115,902.83,1254928,53.37,604.87,2446.9,1298.6,1805055.25,363.58,425,1169,685.41,952714,131.86,1207.88,10921.61,2662.58,3700987.75,1594.68,NA,530
GTY029 36C 16 (cropped)_c-2m-50.csv,542,GTY029 36C 16 (cropped),Mito 9,Mito,Object,2.91,731,1061,893.29,2184101,51.5,651.78,2513.8,1363.12,3332824,313.67,432,1089,669.22,1636245,99.24,1207.46,9722.56,2287.49,5592914.5,1129.15,NA,530
GTY029 36C 16 (cropped)_c-2m-50.csv,554,GTY029 36C 16 (cropped),Mito 21,Mito,Object,3.97,699,1020,854.73,2848814,46.07,476.29,1875.69,1062.98,3542924.25,230.19,451,1126,693.06,2309956,99.62,1208.15,7936.75,2083.84,6945424,899.75,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,537,GTY029 36C 16 (cropped),Mito 4,Mito,Object,4.77,774,1199,967.82,3879022,63.09,726.59,3466.05,1384.72,5549967.5,312.51,605,1603,995.5,3989955,159.95,1207.61,12498.46,2445.92,9803242,1293.17,NA,533
GTY029 36C 16 (cropped)_c-2m-50.csv,544,GTY029 36C 16 (cropped),Mito 11,Mito,Object,4.8,735,1268,958.94,3865484,78.1,605.01,3020.51,1451.84,5852354.5,397.56,429,1427,867,3494891,195.13,1207.37,8905.45,2598.38,10474075,1383.74,NA,532
GTY029 36C 16 (cropped)_c-2m-50.csv,548,GTY029 36C 16 (cropped),Mito 15,Mito,Object,4.81,710,1232,937.95,3790241,86.25,524.05,2990.85,1264.93,5111571.5,433.11,419,1399,794.5,3210585,159.88,1207.64,10081.55,2526.54,10209729,1345.57,NA,529
GTY029 36C 16 (cropped)_c-2m-50.csv,550,GTY029 36C 16 (cropped),Mito 17,Mito,Object,5.29,705,1266,936.2,4160493,62.09,545.71,4701.72,1300.05,5777400.5,395.88,409,1548,812.67,3611498,140.15,1207.46,14201.95,2520.18,11199696,1476.65,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,551,GTY029 36C 16 (cropped),Mito 18,Mito,Object,5.87,716,1257,932.27,4592382,79.53,498.72,3430.41,1419.48,6992362.5,446.15,486,1430,799.44,3938061,166.99,1207.6,11827.97,2596.05,12788124,1462.87,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,555,GTY029 36C 16 (cropped),Mito 22,Mito,Object,7.28,788,1216,975.56,5966504,61.72,696.32,3092.52,1327.21,8117196,322.19,577,1702,976.24,5970706,163.13,1207.62,12625.82,2432.18,14875194,1385.97,NA,533
GTY029 36C 16 (cropped)_c-2m-50.csv,558,GTY029 36C 16 (cropped),Mito 25,Mito,Object,7.45,734,1293,981.15,6137088,84.99,483.95,4270.39,1408.5,8810174,531.34,498,1867,1047.3,6550884,248,1207.38,18041.53,3240.82,20271344,2190.69,NA,531
GTY029 36C 16 (cropped)_c-2m-50.csv,552,GTY029 36C 16 (cropped),Mito 19,Mito,Object,22.11,770,1886,1217.05,22600573,162.11,555.5,5855.08,1714.95,31846644,713.31,534,3898,1865.68,34645702,527.92,1207.56,21538.26,3615.47,67139192,2753.12,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,557,GTY029 36C 16 (cropped),Mito 24,Mito,Object,22.62,778,1579,1121.14,21302708,131.19,455.92,4558.61,1597.88,30361278,553.65,595,2717,1379.91,26219669,390.02,1207.39,20630.79,3305.55,62808704,2504.77,NA,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,529,GTY029 36C 16 (cropped),Whole cells 1,Whole cells,Object,67.24,NA,NA,NA,NA,NA,437.88,3024.47,877.72,49563840,236.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,533,GTY029 36C 16 (cropped),Whole cells 5,Whole cells,Object,98.08,NA,NA,NA,NA,NA,416.16,3466.05,876.88,72228824,251.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,532,GTY029 36C 16 (cropped),Whole cells 4,Whole cells,Object,101.83,NA,NA,NA,NA,NA,382.37,3020.51,833.2,71256088,229.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,530,GTY029 36C 16 (cropped),Whole cells 2,Whole cells,Object,109.68,NA,NA,NA,NA,NA,338.46,2513.8,844.12,77755728,199.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,531,GTY029 36C 16 (cropped),Whole cells 3,Whole cells,Object,132.94,NA,NA,NA,NA,NA,315.51,4270.39,858.06,95798584,262.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
GTY029 36C 16 (cropped)_c-2m-50.csv,1,GTY029 36C 16 (cropped),ROIs 1,ROIs,Object,1780.28,516,812,659.09,985000000,30.1,348.97,1038.06,656.43,981000000,78.98,173,306,233.66,349000000,12.43,140.72,408.17,233.26,349000000,21.34,NA,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,1,GTY029 36C 17 (cropped),ROIs 1,ROIs,Object,3057.45,513,818,653.96,1680000000,30.11,326.74,1038.66,651.19,1670000000,81.16,174,305,231.96,596000000,12.3,149.45,345.77,232.01,596000000,17.61,NA,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,234,GTY029 36C 17 (cropped),Whole cells 1,Whole cells,Object,83.12,NA,NA,NA,NA,NA,366.46,3501.72,859.63,60007184,217.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,235,GTY029 36C 17 (cropped),Whole cells 2,Whole cells,Object,111.97,NA,NA,NA,NA,NA,386.4,3430.94,874.25,82209488,244.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,236,GTY029 36C 17 (cropped),Whole cells 3,Whole cells,Object,67.08,NA,NA,NA,NA,NA,402.47,4698.95,885.77,49903328,262.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,237,GTY029 36C 17 (cropped),Mito 1,Mito,Object,0.0619,820,994,894.17,46497,38.9,975.66,1393.98,1172.7,60980.45,110.77,478,686,587.5,30550,46.63,1130.72,1917.27,1422.1,73949.39,231.39,NA,235
GTY029 36C 17 (cropped)_c-2m-50.csv,238,GTY029 36C 17 (cropped),Mito 2,Mito,Object,0.842,672,1040,854.49,604124,58.5,751.76,2718.97,1272.52,899671.81,315.36,427,1120,671.3,474609,119.5,1131.4,7894.05,2275.01,1608433.5,1149.1,NA,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,239,GTY029 36C 17 (cropped),Mito 3,Mito,Object,0.366,748,1041,890.7,273444,45.34,856.55,2568.13,1426.15,437828.03,355.42,477,901,659.82,202566,76.2,1132.57,6242.64,2071.51,635954,1014.66,NA,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,240,GTY029 36C 17 (cropped),Mito 4,Mito,Object,0.21,696,929,838.93,147651,38.67,820.77,1477.64,1155.72,203407.44,146.3,398,560,480.56,84579,33.42,1143.85,2839.02,1502.12,264372.81,342.02,NA,235
GTY029 36C 17 (cropped)_c-2m-50.csv,241,GTY029 36C 17 (cropped),Mito 5,Mito,Object,0.0548,794,937,873.7,40190,33.91,1019.87,1296.64,1187.58,54628.63,64.78,458,584,514.89,23685,30.02,1137.02,1630.23,1303.28,59950.87,136.47,NA,234
GTY029 36C 17 (cropped)_c-2m-50.csv,242,GTY029 36C 17 (cropped),Mito 6,Mito,Object,0.221,704,1010,854.22,158885,47.95,819.39,1812.28,1264.46,235189.67,217.51,396,546,447.94,83317,29.15,1130.37,2908.82,1563.85,290875.44,371.57,NA,235
GTY029 36C 17 (cropped)_c-2m-50.csv,243,GTY029 36C 17 (cropped),Mito 7,Mito,Object,0.0774,707,928,809.09,52591,38.69,730.11,1174.23,989.88,64342.11,97.8,377,521,443.12,28803,29.01,1132.19,1762.22,1336.01,86840.95,175.55,NA,234
GTY029 36C 17 (cropped)_c-2m-50.csv,244,GTY029 36C 17 (cropped),Mito 8,Mito,Object,1.38,672,976,807.48,936680,46.03,523.5,2079.84,1169.11,1356171.63,306.79,388,776,556.15,645135,67.63,1130.54,6873.4,2206.63,2559695,997.49,NA,236
GTY029 36C 17 (cropped)_c-2m-50.csv,245,GTY029 36C 17 (cropped),Mito 9,Mito,Object,0.336,722,992,864.68,243839,53.2,639.04,2970.03,1450.79,409122.63,473.13,381,785,531.92,150001,72.1,1131.36,7124.22,2288.06,645232.06,1165.09,NA,235
GTY029 36C 17 (cropped)_c-2m-50.csv,246,GTY029 36C 17 (cropped),Mito 10,Mito,Object,1.42,717,1056,867.74,1036086,51.65,676.34,2708.34,1376.49,1643523.25,327.75,435,1082,668.76,798497,110.49,1130.2,8054.28,2241.05,2675814,1162.86,NA,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,247,GTY029 36C 17 (cropped),Mito 11,Mito,Object,3.26,755,1278,975.09,2671760,76.89,699.17,3501.72,1530.44,4193403.25,431.43,491,1339,787.92,2158914,147.38,1130.07,6539.19,2269.61,6218733,1078.89,NA,234
GTY029 36C 17 (cropped)_c-2m-50.csv,248,GTY029 36C 17 (cropped),Mito 12,Mito,Object,0.276,721,958,833,193256,45.39,707.92,1747.44,1153.18,267537.44,258.86,388,629,500.86,116200,53.36,1131.19,4902.37,2203.72,511264.16,963.25,NA,235
GTY029 36C 17 (cropped)_c-2m-50.csv,249,GTY029 36C 17 (cropped),Mito 13,Mito,Object,16.05,666,1446,966.16,13021861,97.74,434.21,5195.84,1415.33,19075884,612.07,487,2864,1161.12,15649593,313.66,1129.96,21665.97,3202.83,43167784,2720.53,NA,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,250,GTY029 36C 17 (cropped),Mito 14,Mito,Object,7.2,761,1219,953.05,5761162,65.34,687.64,3873.49,1450.12,8765976,451.77,493,1555,893.32,5400122,166.87,1129.99,15995.02,2500.12,15113224,1688.94,NA,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,251,GTY029 36C 17 (cropped),Mito 15,Mito,Object,0.145,713,887,782.91,95515,36.61,693.02,1161.41,959.96,117114.79,103.35,324,493,398.09,48567,31.14,1130.78,2425.37,1539.96,187874.53,336.6,NA,234
GTY029 36C 17 (cropped)_c-2m-50.csv,252,GTY029 36C 17 (cropped),Mito 16,Mito,Object,0.101,748,927,839.72,71376,42.29,709.42,2074.3,1318.51,112073.38,337.91,378,581,458.75,38994,47.64,1132,5883.16,2284.57,194188.73,1091.33,NA,235
GTY029 36C 17 (cropped)_c-2m-50.csv,253,GTY029 36C 17 (cropped),Mito 17,Mito,Object,0.819,821,1137,962.13,661946,55.13,816.18,2996.71,1399.11,962586.13,415.24,507,1190,772.44,531440,143.37,1130.97,13233.62,2937.15,2020761.13,2223.51,NA,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,254,GTY029 36C 17 (cropped),Mito 18,Mito,Object,5,729,1232,948.49,3986486,77.11,603.26,3430.94,1401.91,5892234,456.29,406,1200,726.65,3054093,135.51,1129.9,8942.89,2250.96,9460801,1085.49,NA,235
GTY029 36C 17 (cropped)_c-2m-50.csv,255,GTY029 36C 17 (cropped),Mito 19,Mito,Object,4.29,729,1215,911.05,3283408,72.95,532.2,4698.95,1356.81,4889933,515.99,451,1883,867.25,3125575,189.53,1129.88,25076.13,2889.42,10413478,2317.38,NA,236
GTY029 36C 17 (cropped)_c-2m-50.csv,256,GTY029 36C 17 (cropped),Mito 20,Mito,Object,0.0643,822,1026,934.19,50446,40.22,965.91,1776.67,1348.17,72801.33,200.25,392,637,481.54,26003,52.12,1150.19,5012.87,2087.11,112703.68,951.37,NA,235
GTY029 36C 17 (cropped)_c-2m-50.csv,257,GTY029 36C 17 (cropped),Mito 21,Mito,Object,0.0679,784,961,875.3,49892,39.72,768.68,1106.84,909.28,51829.24,81.92,396,572,459.68,26202,41.76,1135.97,2965.75,1760.94,100373.48,544,NA,235
GTY029 36C 17 (cropped)_c-2m-50.csv,258,GTY029 36C 17 (cropped),Mito 22,Mito,Object,7.67,736,1271,999,6436585,81.46,626.3,3429.48,1459.13,9401149,411.49,459,1651,966.41,6226609,232.08,1130.15,10476.99,2538.84,16357731,1496.97,NA,NA
GTY029 36C 17 (cropped)_c-2m-50.csv,259,GTY029 36C 17 (cropped),Mito 23,Mito,Object,7.19,752,1253,961.87,5804866,75.69,544.29,3745.37,1472.79,8888274,472.92,467,1712,912.24,5505351,218.1,1130.22,18955,2986.36,18022676,2157.42,NA,NA
GTY029 36C 17 (cropped)_c-2m-80.csv,1,GTY029 36C 17 (cropped),ROIs 1,ROIs,Object,3057.45,513,818,653.96,1680000000,30.11,326.74,1038.66,651.19,1670000000,81.16,174,305,231.96,596000000,12.3,149.45,345.77,232.01,596000000,17.61,NA,NA
GTY029 36C 17 (cropped)_c-2m-80.csv,234,GTY029 36C 17 (cropped),Whole cells 1,Whole cells,Object,83.12,NA,NA,NA,NA,NA,366.46,3501.72,859.63,60007184,217.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
GTY029 36C 17 (cropped)_c-2m-80.csv,235,GTY029 36C 17 (cropped),Whole cells 2,Whole cells,Object,111.97,NA,NA,NA,NA,NA,386.4,3430.94,874.25,82209488,244.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
GTY029 36C 17 (cropped)_c-2m-80.csv,236,GTY029 36C 17 (cropped),Whole cells 3,Whole cells,Object,67.08,NA,NA,NA,NA,NA,402.47,4698.95,885.77,49903328,262.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
GTY029 36C 17 (cropped)_c-2m-80.csv,237,GTY029 36C 17 (cropped),Mito 1,Mito,Object,0.0131,760,858,809.45,8904,29.09,733.96,776.62,759.04,8349.4,11.95,374,465,434.73,4782,24.01,453.02,470.4,461.89,5080.77,4.81,NA,235
GTY029 36C 17 (cropped)_c-2m-80.csv,238,GTY029 36C 17 (cropped),Mito 2,Mito,Object,0.0167,720,840,771.14,10796,31.41,686.31,841.82,762.69,10677.69,54.57,333,408,367.07,5139,21.06,452.48,464.83,458.46,6418.42,3.73,NA,NA
GTY029 36C 17 (cropped)_c-2m-80.csv,239,GTY029 36C 17 (cropped),Mito 3,Mito,Object,0.0131,761,864,819.64,9016,35.49,685.35,810.9,770.18,8472,39.97,367,467,410.18,4512,26.86,452.03,464.25,457.84,5036.22,3.53,NA,NA
GTY029 36C 17 (cropped)_c-2m-80.csv,240,GTY029 36C 17 (cropped),Mito 4,Mito,Object,0.0143,721,826,763.5,9162,25.56,669.31,695.45,682.24,8186.83,6.84,362,423,395.08,4741,17.45,453.29,467.73,460.23,5522.81,4.27,NA,NA
GTY029 36C 17 (cropped)_c-2m-80.csv,241,GTY029 36C 17 (cropped),Mito 5,Mito,Object,0.0226,687,849,736.21,13988,38.22,623.41,729.53,679.94,12918.87,30.81,378,459,416.74,7918,18.48,452.93,471.77,461.09,8760.62,6.19,NA,NA
GTY029 36C 17 (cropped)_c-2m-80.csv,242,GTY029 36C 17 (cropped),Mito 6,Mito,Object,0.331,588,797,689.42,191658,36.45,669.81,990.97,819.06,227698.25,65.65,258,462,348.27,96819,39.67,453.02,1055.18,629.47,174992.06,145.57,NA,NA
