
"Name","Item Name","Population","Voxel Count","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Number of contained Mito","Compartment Whole cells ID"
"Mito 7","GTY029 25C","Mito","661","0.787","693","1008","865.26","571934","51.34","387","900","587.89","388592","107.83","1633","1953","1784.08","87420","80.95","2438","2687","2591.69","126993","56.47","707.79","1882.78","1189.56","786301.44","238.41","586.87","9685.59","1698.7","1122839.63","1454.72","N/A","150"
"Mito 8","GTY029 25C","Mito","343","0.408","752","1003","881.38","302312","45.08","343","903","530.09","181820","114.79","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","785.95","1814.48","1205.64","413534.25","210.83","588.07","9582.2","1960.75","672536.19","1755.35","N/A","147"
"Mito 9","GTY029 25C","Mito","227","0.27","855","1093","961.63","218289","42.98","384","634","466.38","105868","42.09","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","885.05","1434.62","1065.12","241781.25","85.72","585.45","941.1","673.05","152782.61","75.8","N/A","148"
"Mito 10","GTY029 25C","Mito","1498","1.78","780","1233","991.52","1485300","79.3","311","1484","655.19","981472","215.51","1640","2152","1920.43","443619","119.19","2192","2765","2467.67","570031","139.89","596.08","2598.74","1357.54","2033600.13","408.83","585.82","18651.96","2198.25","3292976.25","2661.28","N/A","148"
"Mito 11","GTY029 25C","Mito","29","0.0345","735","862","804.24","23323","30.86","429","523","473.72","13738","23.61","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","729.94","944.36","847.97","24591.18","51.78","585.45","687.26","626.12","18157.54","27.33","N/A","149"
"Mito 12","GTY029 25C","Mito","10","0.0119","769","920","833.5","8335","38.94","464","528","495","4950","20.41","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","752.31","927.85","832.48","8324.76","55.08","591.36","647.46","616.96","6169.57","18.18","N/A","149"
"Mito 13","GTY029 25C","Mito","751","0.894","717","1089","883.84","663764","69.21","353","1393","678.06","509226","227.41","1908","2212","2061.09","243209","76.54","2390","2804","2605.37","307434","104.87","549.23","2845.52","1277.62","959491.5","438.05","585.58","17953.6","2614","1963115.75","3194.09","N/A","149"
"Mito 14","GTY029 25C","Mito","742","0.883","730","1063","879.33","652464","53.2","309","1052","585.73","434609","156.58","1869","2160","2005.84","232678","71.13","2387","2777","2568.15","297905","90.57","667.85","2246.31","1242.39","921849.81","329.1","585.3","9084.24","1846.09","1369797.63","1615.91","N/A","147"
"Mito 15","GTY029 25C","Mito","13","0.0155","850","971","895.08","11636","32.9","377","450","413.54","5376","22.28","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1052.56","1402.05","1194.33","15526.29","103.33","589.79","725.25","651.26","8466.34","45.21","N/A","148"
"Mito 16","GTY029 25C","Mito","27","0.0321","778","926","859.22","23199","38.59","363","467","417.85","11282","23.49","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","783.2","1088.62","896.16","24196.29","94.11","588.75","715.1","643.96","17386.81","34.6","N/A","150"
"Mito 17","GTY029 25C","Mito","11","0.0131","850","951","902.36","9926","36.15","380","452","418.91","4608","21.94","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","959.82","1100.85","1018.45","11202.96","45.32","589.43","635.13","609.24","6701.66","15.37","N/A","150"
"Mito 18","GTY029 25C","Mito","308","0.367","712","977","837.94","258087","46.18","354","913","545.09","167888","126.99","1945","2315","2098.07","146865","94.33","2391","2956","2642.19","184953","132.46","604.96","1746.77","1104.06","340050.78","258.8","589.5","11114.08","2315.83","713276.19","2437.29","N/A","149"
"Mito 19","GTY029 25C","Mito","37","0.0441","725","914","829.81","30703","49.75","344","434","385.35","14258","21.38","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","607.16","1089.63","813.26","30090.45","153.6","586.78","799.15","682.31","25245.49","59.9","N/A","148"
"Mito 20","GTY029 25C","Mito","12","0.0143","853","956","901.67","10820","32.99","386","478","423.25","5079","29.33","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","944.53","1154.16","1054.36","12652.26","54.36","588.41","670.71","616.04","7392.44","24.3","N/A","147"
"Mito 21","GTY029 25C","Mito","517","0.616","762","1059","906.59","468706","42.87","378","1102","607.44","314046","140.52","1998","2190","2096.8","176131","34.76","2482","2789","2654.29","222960","53.86","763.34","1958.37","1109.77","573753.13","240.99","587.1","13294.3","2199.74","1137264.38","2419.06","N/A","149"
"Mito 22","GTY029 25C","Mito","14","0.0167","807","904","861.29","12058","33.04","329","402","377","5278","19.31","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","764.96","1119.2","902.96","12641.5","112.2","587.26","651.28","613.16","8584.27","18.2","N/A","149"
"Mito 23","GTY029 25C","Mito","9391","11.18","754","1778","958.07","8997281","69.1","337","1275","597.83","5614258","125.65","1823","2233","2054.59","2592891","69.08","2287","2878","2629.32","3318199","91.38","603.42","7892.63","1205.6","11321777","367.03","585.31","16316.97","1692.6","15895247","1449.09","N/A","147"
"Mito 24","GTY029 25C","Mito","23","0.0274","772","925","868.09","19966","35.85","398","524","427.87","9841","24.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","850.13","1039.96","902.26","20752.01","44.13","585.5","671.2","614.36","14130.36","22.52","N/A","149"
"Mito 25","GTY029 25C","Mito","3063","3.65","705","1104","927.35","2840487","57.59","356","1382","712.3","2181770","172.13","1796","2179","2010.51","838382","81.55","2233","2764","2522.44","1051859","104.91","626.54","2597.07","1287.64","3944032.5","285.65","585.37","13452.31","1966.07","6022063","1893.72","N/A","149"
"Mito 26","GTY029 25C","Mito","16","0.0191","686","794","755.75","12092","31.13","330","400","363.44","5815","20.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","597.41","714.69","663.5","10615.94","38.65","588.71","673.45","626.32","10021.09","25.33","N/A","149"
"Mito 27","GTY029 25C","Mito","14","0.0167","869","989","929.79","13017","30.21","340","416","378.79","5303","18.56","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","842.1","1041.46","971.25","13597.57","64.27","590.09","651.5","609.67","8535.36","18.07","N/A","147"
"Mito 28","GTY029 25C","Mito","42","0.05","696","865","774.79","32541","39.31","392","507","435.57","18294","32.04","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","550.62","859.3","699.94","29397.5","78","592.87","804.09","659.72","27708.44","63.47","N/A","149"
"Mito 29","GTY029 25C","Mito","1984","2.36","721","1163","904.93","1795388","70.14","367","1759","805.03","1597179","278.99","1750","2057","1878.51","341888","70.26","2216","2583","2374.32","432127","92.95","582.43","2640.19","1249.55","2479098.75","440.72","585.91","22614.72","2492.67","4945456.5","3224.9","N/A","146"
"Mito 30","GTY029 25C","Mito","19","0.0226","751","932","821.21","15603","44.83","379","454","416.84","7920","22.98","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","668.39","821.17","741.87","14095.54","47.09","586.84","657.29","612.74","11642.04","21.69","N/A","146"
"Mito 31","GTY029 25C","Mito","19","0.0226","806","943","880","16720","30.73","357","424","390.89","7427","19.81","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","677.65","821.01","754.56","14336.61","45.21","589.35","669.28","626.15","11896.81","24.95","N/A","147"
"Mito 32","GTY029 25C","Mito","19","0.0226","867","1029","932.26","17713","37.36","366","453","416.32","7910","18.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","808.69","911.47","858.04","16302.84","30.34","588.9","720.97","643.87","12233.49","41.32","N/A","147"
"Mito 33","GTY029 25C","Mito","64","0.0762","831","986","901.8","57715","35.13","325","421","381.53","24418","20.43","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","715.52","1001.1","815.86","52214.76","57.02","585.75","705.97","642.92","41146.87","37.38","N/A","147"
"Mito 34","GTY029 25C","Mito","57","0.0679","771","977","893.65","50938","38.06","302","413","367.81","20965","22.85","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","701.39","1027.46","824.33","46986.98","70.27","587.89","712.44","630.46","35936.1","32.11","N/A","147"
"Mito 35","GTY029 25C","Mito","23","0.0274","822","991","903.3","20776","39.84","321","438","387.26","8907","24.85","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","757.32","947.5","859.71","19773.23","56.66","585.87","667.96","615.32","14152.25","25.57","N/A","147"
"Mito 36","GTY029 25C","Mito","66","0.0786","766","944","855.62","56471","34.91","353","474","421.41","27813","23.04","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","593.64","848.49","733.7","48424.1","62.85","586.74","791.14","653.73","43146","52.15","N/A","148"
"Mito 37","GTY029 25C","Mito","15","0.0179","745","903","802.67","12040","38.53","343","438","392.87","5893","26.12","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","606.31","750.01","684.26","10263.97","42.85","585.83","672.33","629","9434.98","24.54","N/A","148"
"Mito 38","GTY029 25C","Mito","12","0.0143","823","931","884.67","10616","28.26","484","561","524.42","6293","24.29","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","727.9","800.78","769.47","9233.6","20.27","599.93","657.95","623.64","7483.72","19.52","N/A","148"
"Mito 39","GTY029 25C","Mito","13","0.0155","776","932","860.77","11190","40.26","352","400","371.92","4835","14.99","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","655.18","796.67","719.63","9355.21","45.17","604.25","682.99","637.17","8283.21","24.86","N/A","147"
"Mito 40","GTY029 25C","Mito","6","0.00714","822","972","898.33","5390","47.9","409","462","435","2610","18.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","754.43","899.66","817.28","4903.7","49.25","586.82","629.45","611.26","3667.57","15.18","N/A","148"
"Mito 41","GTY029 25C","Mito","3120","3.71","664","1071","880.4","2746859","65.97","357","1761","802.65","2504275","240.72","1853","2123","1996.98","942573","57.53","2332","2669","2515.81","1187463","71","565.57","3006.91","1225.47","3823454.25","408.37","585.3","23652.17","2758.06","8605160","3332","N/A","149"
"Mito 42","GTY029 25C","Mito","3687","4.39","686","1130","940.21","3466565","56.87","348","1613","766.37","2825616","220.76","1884","2253","2067.95","905764","66.48","2365","2862","2607","1141868","85.21","527","2194.15","1232.52","4544304.5","271.96","585.43","15903.45","2375.61","8758877","2523.58","N/A","146"
"Mito 43","GTY029 25C","Mito","5685","6.77","700","1231","967.71","5501444","76.59","330","1715","729.25","4145781","193.67","1748","2223","1985.03","1506636","106.64","2252","2795","2543.12","1930225","109.99","576.41","3790.49","1341.28","7625201","447.75","585.3","28945.07","2279.39","12958354","2572.77","N/A","148"
"Mito 44","GTY029 25C","Mito","7268","8.65","691","1205","920.91","6693148","65.32","334","1679","704.63","5121244","209.31","1734","2302","2047.37","1795546","104.13","2264","2954","2619","2296866","135.97","578.85","2829.99","1164.41","8462919","308.84","585.41","11266.22","1757.94","12776741","1442.49","N/A","150"
"Mito 45","GTY029 25C","Mito","12698","15.12","737","1301","1018.75","12936052","75.01","362","1531","726.4","9223830","211.51","1581","2265","1945.18","2882764","127.56","2060","3013","2505.37","3712961","171.55","636.86","2853.56","1313.06","16673250","391.66","585.29","19444.8","1992.31","25298342","2247.29","N/A","148"
"Mito 46","GTY029 25C","Mito","7955","9.47","796","1263","1008","8018621","60.61","364","1364","691.85","5503681","161.6","1796","2185","2044.83","1676760","66.14","2335","2870","2648.96","2172144","83.73","607.05","2577.91","1221.76","9719099","297.74","585.47","17046.61","1761.28","14010985","1868.2","N/A","148"
