Wastewater Surveillance Data
Date generated: Thu Oct 12 2023 10:06:15 GMT-0400 (Eastern Daylight Time)
Jurisdiction,Sewershed ID,Reporting Jurisdiction,County,Population Served,Current virus levels in wastewater by site (in %),Percent change in the last 15 days ,Percent of wastewater samples with detectable virus 
Alabama,1394,Alabama,Shelby,11000,N/A,N/A,N/A
Alabama,1464,Alabama,Lee,72000,N/A,N/A,N/A
Alabama,1778,Alabama,Marshall,9000,N/A,N/A,N/A
Alabama,1664,Alabama,Jefferson,95000,55,-4,100
Alabama,1688,Alabama,Jefferson,77000,77.33,-1,100
Alabama,1719,Alabama,Jefferson,200000,61.17,0,100
Alabama,1333,Alabama,Colbert,19000,N/A,N/A,N/A
Alabama,1716,Alabama,Jefferson,30000,54.86,-31,83
Alabama,1718,Alabama,Jefferson,225000,65.14,-23,100
Alaska,1158,Alaska,Anchorage,15000,N/A,N/A,N/A
Alaska,1172,Alaska,Anchorage,200000,N/A,N/A,N/A
Alaska,2277,Alaska,Anchorage,220000,40.71,-7,100
Alaska,1490,Alaska,Juneau,10000,N/A,N/A,N/A
Alaska,1491,Alaska,Juneau,20000,N/A,N/A,N/A
Arizona,1271,Arizona,Pima,23000,N/A,N/A,N/A
Arizona,501,Arizona,La Paz,3500,N/A,N/A,N/A
Arizona,808,Arizona,Mohave,37500,N/A,N/A,N/A
Arizona,1054,Arizona,Yuma,10873,N/A,N/A,N/A
Arizona,1055,Arizona,Yuma,19000,N/A,N/A,N/A
Arizona,1055,Arizona,Yuma,4725,N/A,N/A,N/A
Arizona,1212,Arizona,Maricopa,23746,N/A,N/A,N/A
Arizona,1212,Arizona,Maricopa,142520,N/A,N/A,N/A
Arizona,1212,Arizona,Maricopa,64521,N/A,N/A,N/A
Arizona,1212,Arizona,Maricopa,6500,N/A,N/A,N/A
Arizona,1382,Arizona,Maricopa,50000,84,168,100
Arizona,1383,Arizona,Maricopa,2400000,82.6,27,100
Arizona,2390,Arizona,Pima,397407,64.6,249,100
Arizona,590,Arizona,Pima,347900,70.4,61,100
Arizona,1382,Arizona,Maricopa,50000,N/A,N/A,N/A
Arizona,1383,Arizona,Maricopa,2400000,N/A,N/A,N/A
Arizona,590,Arizona,Pima,347900,N/A,N/A,N/A
Arizona,715,Arizona,Pima,397407,N/A,N/A,N/A
Arizona,1053,Arizona,Yuma,8271,N/A,N/A,N/A
Arizona,1059,Arizona,Yuma,18039,N/A,N/A,N/A
Arizona,1061,Arizona,Yuma,25369,N/A,N/A,N/A
Arizona,1212,Arizona,Maricopa,53578,N/A,N/A,N/A
Arizona,1212,Arizona,Maricopa,17280,N/A,N/A,N/A
Arizona,1212,Arizona,Maricopa,9430,N/A,N/A,N/A
Arizona,1212,Arizona,Maricopa,9848,N/A,N/A,N/A
Arizona,1212,Arizona,Maricopa,12542,N/A,N/A,N/A
Arizona,1271,Arizona,Pima,23000,68.8,90,100
Arizona,808,Arizona,Mohave,37500,75,870,100
Arkansas,1461,Arkansas,Saline,35000,N/A,N/A,N/A
Arkansas,1509,Arkansas,White,25000,N/A,N/A,N/A
Arkansas,1536,Arkansas,Greene,29000,N/A,N/A,N/A
Arkansas,1537,Arkansas,Benton,17737,N/A,N/A,N/A
Arkansas,1544,Arkansas,Garland,92000,new site,N/A,N/A
Arkansas,1544,Arkansas,Garland,92000,N/A,N/A,N/A
Arkansas,1558,Arkansas,Hempstead,10500,new site,N/A,N/A
Arkansas,1565,Arkansas,Ouachita,10200,N/A,N/A,N/A
Arkansas,446,Arkansas,Pulaski,32043,N/A,N/A,N/A
Arkansas,741,Arkansas,Mississippi,5500,N/A,N/A,N/A
Arkansas,1442,Arkansas,Lonoke,27000,N/A,N/A,N/A
Arkansas,1444,Arkansas,Pulaski,5000,N/A,N/A,N/A
Arkansas,1444,Arkansas,Pulaski,5000,N/A,N/A,N/A
Arkansas,1462,Arkansas,Washington,93949,N/A,N/A,N/A
Arkansas,1465,Arkansas,Washington,93949,N/A,N/A,N/A
Arkansas,1472,Arkansas,Saint Francis,13000,new site,N/A,N/A
Arkansas,1472,Arkansas,Saint Francis,13000,N/A,N/A,N/A
Arkansas,1540,Arkansas,Boone,14000,N/A,N/A,N/A
Arkansas,1542,Arkansas,Pulaski,30377,N/A,N/A,N/A
Arkansas,1543,Arkansas,Pulaski,23812,N/A,N/A,N/A
Arkansas,1545,Arkansas,Pulaski,28500,N/A,N/A,N/A
Arkansas,1546,Arkansas,Pulaski,18463,N/A,N/A,N/A
Arkansas,1548,Arkansas,Jefferson,42323,N/A,N/A,N/A
Arkansas,1550,Arkansas,Pope,31000,N/A,N/A,N/A
Arkansas,1558,Arkansas,Hempstead,10500,N/A,N/A,N/A
Arkansas,2214,Arkansas,Boone,15000,81.57,17,100
California,1219,California,Lake,5000,N/A,N/A,N/A
California,1288,California,El Dorado,40000,N/A,N/A,N/A
California,1320,California,Ventura,230000,N/A,N/A,N/A
California,1387,California,Monterey,250000,N/A,N/A,N/A
California,1443,California,Imperial,50000,N/A,N/A,N/A
California,1561,California,San Luis Obispo,6500,N/A,N/A,N/A
California,2123,California,Monterey,15000,N/A,N/A,N/A
California,2270,California,Santa Cruz,12232,N/A,N/A,N/A
California,495,California,Santa Cruz,60000,new site,N/A,N/A
California,495,California,Santa Cruz,60000,N/A,N/A,N/A
California,506,California,Los Angeles; Ventura,100000,N/A,N/A,N/A
California,564,California,Alameda,60000,N/A,N/A,N/A
California,570,California,Sonoma,220000,N/A,N/A,N/A
California,724,California,Contra Costa,215394,N/A,N/A,N/A
California,793,California,San Luis Obispo,39000,N/A,N/A,N/A
California,802,California,Santa Cruz,85000,N/A,N/A,N/A
California,803,California,Santa Cruz,150000,N/A,N/A,N/A
California,1188,California,Ventura,250000,37.13,-100,100
California,1513,California,Kern,279023,N/A,N/A,N/A
California,2059,California,San Joaquin,83498,N/A,N/A,N/A
California,2063,California,San Joaquin,67021,N/A,N/A,N/A
California,215,California,Los Angeles; Ventura,4000000,N/A,N/A,N/A
California,2361,California,Humboldt,45000,N/A,N/A,N/A
California,2369,California,Kings,56000,N/A,N/A,N/A
California,2370,California,San Luis Obispo,47545,51.86,N/A,100
California,2396,California,Sutter,70000,51.5,N/A,100
California,2397,California,Shasta,60000,53.57,196,100
California,299,California,Orange,1800000,N/A,N/A,N/A
California,356,California,San Bernardino,325000,54.83,N/A,100
California,357,California,San Diego,2200000,N/A,N/A,N/A
California,363,California,San Francisco,9923,39.14,-71,100
California,363,California,San Francisco,3882,73,57,100
California,363,California,San Francisco,11738,55.86,-67,100
California,363,California,San Mateo; San Francisco,66446,66.71,-65,100
California,363,California,San Francisco,6308,51.14,184,100
California,363,California,San Francisco,4416,44.14,56,100
California,363,California,San Mateo; San Francisco,750000,63,N/A,100
California,77,California,Imperial,40000,N/A,N/A,N/A
California,88,California,Contra Costa,487300,41.17,N/A,100
California,1219,California,Lake,9000,74.43,-14,100
California,1371,California,Merced,42000,36.29,-14,100
California,1665,California,San Mateo,40000,44.29,-5,100
California,1668,California,Contra Costa,484800,40.88,0,100
California,1669,California,Marin,104250,44.4,-28,100
California,1670,California,Marin,25000,34.4,30,100
California,1676,California,San Luis Obispo,31037,31.86,-9,100
California,1677,California,San Mateo,150000,48.86,2,100
California,1685,California,Alameda,740000,53.14,-1,100
California,1687,California,Sonoma,65000,34.33,-11,100
California,1693,California,Los Angeles,3500000,65,26,100
California,1694,California,Los Angeles,200000,42.57,-20,100
California,1698,California,Santa Barbara,69290,54.71,-5,100
California,1709,California,San Bernardino,890000,47.86,-3,100
California,1711,California,Marin,18000,59.71,-1,100
California,1712,California,San Mateo,28000,51.29,3,100
California,1713,California,Napa,83300,35,10,100
California,1717,California,Solano,121000,52.71,11,100
California,1720,California,Contra Costa,100000,49.14,0,100
California,1764,California,Stanislaus,86000,28.86,-14,83
California,1789,California,Orange,48000,59.71,-10,100
California,1792,California,Orange,129000,49.57,-6,100
California,1946,California,Santa Clara,153000,46.53,-3,100
California,2030,California,Madera,67944,71.43,13,100
California,2369,California,Kings,58496,77.33,-3,100
California,2404,California,San Bernardino,73000,73.43,25,100
California,2405,California,Mono,35000,67.83,25,100
California,2406,California,Santa Cruz,60000,54.86,-6,100
California,352,California,Santa Clara,110338,57.87,-1,100
California,353,California,Santa Clara,1500000,58.13,-4,100
California,362,California,San Francisco; San Mateo,250000,46,-10,100
California,383,California,Sacramento,1480000,66.8,-5,100
California,393,California,San Mateo,199000,53.47,-5,100
California,834,California,Riverside,91765,65.29,-8,100
California,1173,California,Contra Costa,494300,N/A,N/A,N/A
California,1199,California,Kings,59000,N/A,N/A,N/A
California,1230,California,San Luis Obispo,47400,N/A,N/A,N/A
California,1230,California,San Luis Obispo,47400,N/A,N/A,N/A
California,1560,California,San Luis Obispo,14276,N/A,N/A,N/A
California,1593,California,San Luis Obispo,6500,N/A,N/A,N/A
California,1759,California,San Luis Obispo,15200,N/A,N/A,N/A
California,1822,California,Marin,13000,N/A,N/A,N/A
California,570,California,Sonoma,220000,N/A,N/A,N/A
California,763,California,Santa Cruz,160000,N/A,N/A,N/A
California,779,California,Los Angeles,200000,N/A,N/A,N/A
California,834,California,Riverside,91765,N/A,N/A,N/A
California,1019,California,Lake,13200,35.5,N/A,100
California,137,California,Alameda; Contra Costa,740000,53.29,-86,100
California,1524,California,Plumas,4217,N/A,N/A,N/A
California,158,California,Fresno,650000,N/A,N/A,N/A
California,2061,California,San Joaquin,320000,N/A,N/A,N/A
California,2062,California,San Joaquin,98601,N/A,N/A,N/A
California,211,California,Los Angeles,3500000,N/A,N/A,N/A
California,2296,California,Contra Costa,218281,55.5,297,100
California,2330,California,Santa Barbara,77600,49.5,N/A,100
California,2338,California,Butte,44000,79,-95,100
California,2411,California,Butte,101299,new site,N/A,N/A
California,357,California,San Diego,2200000,66.29,N/A,100
California,362,California,San Mateo; San Francisco,250000,N/A,N/A,N/A
California,59,California,Kern,168750,N/A,N/A,N/A
California,1188,California,Ventura,250000,N/A,N/A,N/A
California,1378,California,Yolo,59000,69.17,-3,100
California,1674,California,San Benito,42000,47.29,-19,100
California,1678,California,Santa Cruz,160000,41.43,0,100
California,1679,California,Santa Cruz,160000,48.14,-10,100
California,1680,California,Sonoma,230000,45.8,-7,100
California,1684,California,San Diego,2200000,49.43,-7,100
California,1690,California,Los Angeles,4000000,53.86,16,100
California,1695,California,Marin,30000,56.43,4,100
California,1703,California,Marin,53000,39.43,-5,100
California,1732,California,Alameda,229476,53.4,-11,100
California,1733,California,Alameda,47229,45.2,-2,100
California,1734,California,Alameda,68150,64.2,-4,100
California,1756,California,Monterey,262000,31.29,0,100
California,1760,California,Yolo,4006,60.29,-34,100
California,1766,California,Yolo,7286,48.25,0,100
California,1784,California,Marin,30000,27.29,3,100
California,1790,California,Orange,120000,63.71,6,100
California,1793,California,Sonoma,28000,49.29,0,100
California,1869,California,Riverside,350000,73.29,-5,100
California,305,California,Santa Clara,236000,50,-8,100
California,363,California,San Francisco; San Mateo,750000,61.67,-2,100
California,564,California,Alameda,50000,45.86,19,100
Colorado,1290,Colorado,Garfield,7300,N/A,N/A,N/A
Colorado,1156,Colorado,Pitkin,5714,N/A,N/A,N/A
Colorado,142,Colorado,Larimer,5818,44.2,63,100
Colorado,1451,Colorado,Chaffee,19286,24.4,-99,100
Colorado,150,Colorado,Larimer,17997,N/A,N/A,N/A
Colorado,1515,Colorado,El Paso,4779,70.8,534821,100
Colorado,1525,Colorado,Weld,13779,47,1534,100
Colorado,1588,Colorado,Douglas,14286,N/A,N/A,N/A
Colorado,1592,Colorado,Montrose,30857,15,-92,100
Colorado,161,Colorado,Garfield,16714,20,-79,100
Colorado,1748,Colorado,Delta,6857,41.8,1799,100
Colorado,1818,Colorado,Boulder,31429,25.6,1389,100
Colorado,2103,Colorado,Montezuma,11214,38.2,2252832,100
Colorado,226,Colorado,Boulder,17600,57.6,285,100
Colorado,227,Colorado,Larimer,66428,29,1502,100
Colorado,252,Colorado,Denver,709904,10.8,N/A,100
Colorado,329,Colorado,Pueblo,96514,12,32217,100
Colorado,396,Colorado,San Miguel,15000,32.2,-100,100
Colorado,437,Colorado,Larimer,9292,N/A,N/A,N/A
Colorado,47,Colorado,Pitkin,5500,41,112,100
Colorado,556,Colorado,Morgan,12000,37.2,-57,100
Colorado,576,Colorado,Routt,43741,60.4,-75,100
Colorado,657,Colorado,Summit,28571,24.2,-75,100
Colorado,733,Colorado,Douglas,34786,15.75,544,100
Colorado,737,Colorado,Alamosa,18364,83.2,-73,100
Colorado,749,Colorado,Eagle,21071,N/A,N/A,N/A
Colorado,751,Colorado,Mesa,89286,29.4,2,100
Colorado,846,Colorado,Gunnison,30000,N/A,N/A,N/A
Colorado,928,Colorado,Weld,20000,26.6,800,100
Colorado,1704,Colorado,Douglas,35000,48,5,100
Colorado,1705,Colorado,Douglas,25000,50.57,3,100
Colorado,1024,Colorado,Archuleta,27857,27.4,12,100
Colorado,1111,Colorado,Teller,7143,N/A,N/A,N/A
Colorado,1135,Colorado,Teller,6379,5.6,274,100
Colorado,1154,Colorado,Pitkin,17571,35.6,0,100
Colorado,116,Colorado,El Paso,102203,24.6,268,100
Colorado,117,Colorado,El Paso,303855,18.5,6217,100
Colorado,122,Colorado,Summit,7857,40.8,-100,100
Colorado,1514,Colorado,El Paso,5936,65.5,-80,100
Colorado,1517,Colorado,El Paso,10000,38,3680581,100
Colorado,1518,Colorado,El Paso,9286,32.2,3692,100
Colorado,151,Colorado,Larimer,92126,33.5,-82,100
Colorado,152,Colorado,Larimer,26621,38.4,-61,100
Colorado,1563,Colorado,Elbert,3571,46,-100,100
Colorado,1591,Colorado,Otero,29643,48,2582,100
Colorado,163,Colorado,Weld,83319,15.2,807729,100
Colorado,224,Colorado,Boulder; Weld,75543,13.2,1217,100
Colorado,251,Colorado,Denver,345453,14.75,110,100
Colorado,368,Colorado,Adams,54560,2.75,47,100
Colorado,370,Colorado,Larimer,23193,17.2,222,100
Colorado,372,Colorado,Arapahoe; Denver,247443,12.2,-6,100
Colorado,408,Colorado,Summit,35643,32.4,332,100
Colorado,49,Colorado,Arapahoe; Adams,268003,12.6,-10,100
Colorado,578,Colorado,Las Animas,14286,40.6,N/A,100
Colorado,58,Colorado,Weld; Larimer,7946,54.8,-100,100
Colorado,656,Colorado,La Plata,23429,29,-99,100
Colorado,66,Colorado,Boulder,89383,52.2,276,100
Colorado,72,Colorado,Broomfield,53355,23.6,-72,100
Colorado,747,Colorado,Arapahoe,25714,29.2,-33,100
Colorado,748,Colorado,El Paso,34286,18.4,343,100
Colorado,841,Colorado,Adams,21429,N/A,N/A,N/A
Colorado,843,Colorado,Eagle,30714,N/A,N/A,N/A
Colorado,844,Colorado,Eagle,19286,N/A,N/A,N/A
Colorado,845,Colorado,Summit,14286,40.2,1970,100
Colorado,887,Colorado,Summit,18571,N/A,N/A,N/A
Connecticut,1079,Connecticut,New Haven,228000,N/A,N/A,N/A
Connecticut,1163,Connecticut,New London,22000,new site,N/A,N/A
Connecticut,1196,Connecticut,New Haven,19500,N/A,N/A,N/A
Connecticut,1395,Connecticut,Fairfield,52265,N/A,N/A,N/A
Connecticut,1618,Connecticut,Hartford,25000,N/A,N/A,N/A
Connecticut,2003,Connecticut,Fairfield,45878,N/A,N/A,N/A
Connecticut,291,Connecticut,Fairfield,75000,N/A,N/A,N/A
Connecticut,771,Connecticut,Fairfield,120000,N/A,N/A,N/A
Connecticut,806,Connecticut,Fairfield,65000,N/A,N/A,N/A
Connecticut,1163,Connecticut,New London,22000,N/A,N/A,N/A
Connecticut,534,Connecticut,Fairfield,100000,N/A,N/A,N/A
Connecticut,686,Connecticut,New Haven,112000,N/A,N/A,N/A
Connecticut,806,Connecticut,Fairfield,65000,new site,N/A,N/A
Connecticut,832,Connecticut,New London,40000,N/A,N/A,N/A
Delaware,1184,Delaware,Kent,130000,69.2,-62,100
Delaware,1186,Delaware,Sussex,4050,86.8,-48,100
Delaware,1191,Delaware,Sussex,75000,56.4,5,100
Delaware,1183,Delaware,Sussex,7000,80.8,-86,100
Delaware,1185,Delaware,Sussex,4392,76.6,98,100
Delaware,1187,Delaware,New Castle,17145,82.4,18,100
Delaware,1192,Delaware,Sussex,7000,62.6,90,100
Delaware,1194,Delaware,New Castle,539000,88,-48,100
Delaware,1930,Delaware,Sussex,13172,63.14,9,100
District of Columbia,2058,District of Columbia,District Of Columbia,3759,N/A,N/A,N/A
District of Columbia,2058,District of Columbia,District Of Columbia,15099,N/A,N/A,N/A
District of Columbia,2058,District of Columbia,District Of Columbia,51304,N/A,N/A,N/A
District of Columbia,2058,District of Columbia,District Of Columbia,37264,N/A,N/A,N/A
District of Columbia,2312,District of Columbia,District Of Columbia,1800000,N/A,N/A,N/A
District of Columbia,486,District of Columbia,District Of Columbia,1600000,new site,N/A,N/A
District of Columbia,486,District of Columbia,District Of Columbia,1600000,N/A,N/A,N/A
District of Columbia,2058,District of Columbia,District Of Columbia,13701,N/A,N/A,N/A
District of Columbia,2058,District of Columbia,District Of Columbia,15641,N/A,N/A,N/A
District of Columbia,2058,District of Columbia,District Of Columbia,10864,N/A,N/A,N/A
Florida,1392,Florida,Hillsborough,180000,N/A,N/A,N/A
Florida,1408,Florida,Orange; Seminole,85700,N/A,N/A,N/A
Florida,1501,Florida,Alachua,100000,N/A,N/A,N/A
Florida,1502,Florida,Alachua,100000,N/A,N/A,N/A
Florida,1551,Florida,Palm Beach,300000,N/A,N/A,N/A
Florida,1552,Florida,Leon,200000,N/A,N/A,N/A
Florida,1606,Florida,Lee,76800,new site,N/A,N/A
Florida,1631,Florida,Orange,50000,N/A,N/A,N/A
Florida,511,Florida,Pinellas,103000,N/A,N/A,N/A
Florida,574,Florida,Pinellas,220000,N/A,N/A,N/A
Florida,706,Florida,Escambia,197000,N/A,N/A,N/A
Florida,1144,Florida,Orange; Seminole,51000,N/A,N/A,N/A
Florida,1502,Florida,Alachua,100000,33.4,-98,67
Florida,1606,Florida,Lee,76800,91.6,N/A,100
Florida,1735,Florida,Seminole; Orange,51000,N/A,N/A,N/A
Florida,511,Florida,Pinellas,103000,83.5,-1,100
Florida,670,Florida,Orange,59587,12,N/A,100
Florida,671,Florida,Orange,463672,12,N/A,100
Florida,1686,Florida,Orange,195299,49.25,-3,100
Florida,1702,Florida,Pinellas; Orange,94218,54.7,-4,100
Florida,1715,Florida,Orange,183009,41.4,0,100
Florida,1840,Florida,Miami-Dade,776150,47.57,-16,100
Florida,1868,Florida,Miami-Dade,829725,47.63,13,100
Florida,2327,Florida,Leon,212065,34.57,4,100
Florida,2358,Florida,Pinellas,89847,34.71,5,100
Florida,1408,Florida,Orange; Seminole,85700,N/A,N/A,N/A
Florida,1410,Florida,Palm Beach; Martin,96136,N/A,N/A,N/A
Florida,1606,Florida,Lee,76800,N/A,N/A,N/A
Florida,1613,Florida,Sarasota,100000,N/A,N/A,N/A
Florida,668,Florida,Miami-Dade,920528,N/A,N/A,N/A
Florida,669,Florida,Orange,277823,N/A,N/A,N/A
Florida,670,Florida,Orange,59587,N/A,N/A,N/A
Florida,671,Florida,Orange,463672,N/A,N/A,N/A
Florida,711,Florida,Miami-Dade,829725,N/A,N/A,N/A
Florida,781,Florida,Miami-Dade,776150,N/A,N/A,N/A
Florida,1392,Florida,Hillsborough,180000,82.6,N/A,100
Florida,1501,Florida,Alachua,100000,34.8,-89,100
Florida,1631,Florida,Orange,50000,19.5,N/A,100
Florida,669,Florida,Orange,277823,11.25,N/A,100
Florida,1631,Florida,Orange,50000,55.2,-2,100
Florida,1699,Florida,Palm Beach,90000,53,3,100
Florida,1735,Florida,Seminole,95000,43.14,1,100
Florida,1841,Florida,Miami-Dade,920528,38.43,-40,100
Florida,2359,Florida,Pinellas,47790,39.17,-4,100
Georgia,476,Georgia,Richmond,197191,N/A,N/A,N/A
Georgia,684,Georgia,Dekalb,325000,N/A,N/A,N/A
Georgia,1072,Georgia,Gwinnett,650000,29.8,-71,100
Georgia,1074,Georgia,Paulding,8000,20.6,477,50
Georgia,1724,Georgia,Forsyth,36500,N/A,N/A,N/A
Georgia,2274,Georgia,Pulaski,3997,new site,N/A,N/A
Georgia,1666,Georgia,Fulton,73821,27.43,10,100
Georgia,1692,Georgia,Fulton,84486,54.86,-18,100
Georgia,1714,Georgia,Chattahoochee; Muscogee,278000,26.83,-9,100
Georgia,1740,Georgia,Fulton,294660,40.29,-6,100
Georgia,1741,Georgia,Fulton,105160,39.57,44,80
Georgia,1742,Georgia,Fulton,70887,22.29,-37,80
Georgia,476,Georgia,Richmond,197191,N/A,N/A,N/A
Georgia,1071,Georgia,Paulding,10000,24,-65,100
Georgia,1073,Georgia,Cobb,190000,32,-58,100
Georgia,1309,Georgia,Newton,32000,36.4,23412,100
Georgia,1723,Georgia,Laurens,17000,32.8,1261,100
Georgia,1728,Georgia,Cobb,190000,32,-78,100
Georgia,1819,Georgia,Clarke,60000,40.2,-97,100
Georgia,1820,Georgia,Floyd,75000,21.33,101,100
Georgia,2121,Georgia,Dougherty,50000,68.8,-57,100
Georgia,2122,Georgia,Clayton,123715,N/A,N/A,N/A
Georgia,2224,Georgia,Bulloch,15000,N/A,N/A,N/A
Georgia,2275,Georgia,Pulaski,3997,new site,N/A,N/A
Georgia,2291,Georgia,Douglas,180000,53.2,82484,100
Georgia,2418,Georgia,Treutlen,3100,new site,N/A,100
Georgia,1663,Georgia,Fulton,189593,32.43,0,100
Georgia,1697,Georgia,Fulton,12818,45.43,22,100
Guam,1440,Guam,Guam,66000,N/A,N/A,N/A
Guam,1446,Guam,Guam,8000,N/A,N/A,N/A
Guam,1448,Guam,Guam,105000,N/A,N/A,N/A
Guam,1441,Guam,Guam,9000,N/A,N/A,N/A
Guam,1450,Guam,Guam,7000,N/A,N/A,N/A
Hawaii,1175,Hawaii,Maui,52000,N/A,N/A,N/A
Hawaii,1175,Hawaii,Maui,52000,N/A,N/A,N/A
Hawaii,710,Hawaii,Kauai,10000,N/A,N/A,N/A
Hawaii,710,Hawaii,Kauai,10000,N/A,N/A,N/A
Hawaii,790,Hawaii,Honolulu,700000,N/A,N/A,N/A
Hawaii,798,Hawaii,Honolulu,48519,N/A,N/A,N/A
Hawaii,2298,Hawaii,Honolulu,90000,42.57,-1,100
Hawaii,2302,Hawaii,Honolulu,44000,52,4,100
Hawaii,1181,Hawaii,Maui,59000,N/A,N/A,N/A
Hawaii,1203,Hawaii,Honolulu,300000,N/A,N/A,N/A
Hawaii,1204,Hawaii,Honolulu,109236,N/A,N/A,N/A
Hawaii,1205,Hawaii,Maui,49000,N/A,N/A,N/A
Hawaii,1208,Hawaii,Honolulu,20800,N/A,N/A,N/A
Hawaii,1221,Hawaii,Hawaii,32600,N/A,N/A,N/A
Hawaii,1337,Hawaii,Hawaii,5000,N/A,N/A,N/A
Hawaii,2262,Hawaii,Hawaii,16257,46.57,34,100
Hawaii,2297,Hawaii,Honolulu,300000,43.14,16,100
Hawaii,2299,Hawaii,Honolulu,390000,52.29,4,100
Hawaii,2301,Hawaii,Honolulu,18000,48.29,17,100
Idaho,1023,Idaho,Latah,24000,86,N/A,100
Idaho,1066,Idaho,Bonneville,60000,55.57,5002,100
Idaho,1129,Idaho,Kootenai,38500,57.33,5,100
Idaho,1227,Idaho,Bannock,75000,N/A,N/A,N/A
Idaho,1603,Idaho,Ada,117635,26.43,N/A,100
Idaho,1915,Idaho,Nez Perce,35000,N/A,N/A,N/A
Idaho,1916,Idaho,Canyon,100200,N/A,N/A,N/A
Idaho,2413,Idaho,Washington,5500,new site,N/A,100
Idaho,992,no,Ada,167500,32,189,100
Idaho,1672,Idaho,Kootenai,50540,73.43,4,100
Idaho,1225,Idaho,Bingham,14045,N/A,N/A,N/A
Idaho,1228,Idaho,Caribou,3200,N/A,N/A,N/A
Idaho,1249,Idaho,Blaine,5338,N/A,N/A,N/A
Idaho,1801,Idaho,Payette,6350,N/A,N/A,N/A
Idaho,1802,Idaho,Elmore,16000,N/A,N/A,N/A
Idaho,1914,Idaho,Kootenai,24000,N/A,N/A,N/A
Idaho,2048,Idaho,Kootenai,38500,58.8,736,100
Idaho,818,no,Ada,120344,31.17,358,100
Idaho,1842,Idaho,Ada,186901,61.86,0,100
Idaho,813,Idaho,Ada,108556,69.86,-6,100
Illinois,546,Illinois,Kankakee,65000,new site,N/A,N/A
Illinois,682,Chicago,Cook,265000,N/A,N/A,N/A
Illinois,683,Chicago,Cook,161000,N/A,N/A,N/A
Illinois,1100,Illinois,Du Page,40438,58.4,-32,100
Illinois,1247,Illinois,Lake,80000,59,32,100
Illinois,1252,Illinois,Du Page,59805,59.6,77,100
Illinois,1316,Illinois,Will,50458,51.75,130,100
Illinois,1326,Illinois,Saint Clair,85593,38,-81,100
Illinois,1586,Illinois,Mchenry,15360,40,-85,100
Illinois,1609,Illinois,Du Page,45000,46.75,-55,100
Illinois,1817,Illinois,Iroquois,4700,77.75,-62,100
Illinois,1848,Illinois,Du Page,83772,47.2,129,100
Illinois,1849,Illinois,Mchenry,10240,44.4,-84,100
Illinois,1944,Illinois,Sangamon,50000,69.8,379,100
Illinois,2125,Illinois,Saint Clair,32289,44,80,100
Illinois,2306,Illinois,Champaign,52000,49,-98,100
Illinois,2379,Illinois,Mclean,44238,48.6,-98,100
Illinois,462,Illinois,Winnebago,353599,62.2,160,100
Illinois,604,Illinois,Cass,5446,57.6,272,100
Illinois,616,Illinois,Christian,12663,69,-59,100
Illinois,617,Illinois,Mchenry,36552,38.2,-92,100
Illinois,618,Illinois,Mchenry,4288,37,82,100
Illinois,622,Illinois,Effingham,12384,37.8,1659,100
Illinois,623,Illinois,Clay,5100,N/A,N/A,N/A
Illinois,624,Illinois,Stephenson,23650,43.6,1267,100
Illinois,626,Illinois,Knox,39153,38.6,74,100
Illinois,627,Illinois,Morgan,23818,70,-53,100
Illinois,628,Illinois,Kankakee,56317,70.4,-70,100
Illinois,635,Chicago,Cook,23475,27.2,73,75
Illinois,635,Chicago,Cook,125995,62.8,-4,100
Illinois,635,Illinois,Cook,1134897,71.14,-26,100
Illinois,636,Illinois,Cook,110394,44.71,-79,100
Illinois,637,Illinois,Cook,13098,62.43,-39,100
Illinois,639,Illinois,Cook,1127736,53.71,-56,100
Illinois,641,Illinois,Cook,217106,40,82,100
Illinois,643,Illinois,Lake,55735,46.2,-61,100
Illinois,644,Illinois,Lake,105208,36.8,244,100
Illinois,645,Illinois,Lake,126629,43.4,-39,100
Illinois,649,Illinois,Bureau,7555,57.6,-86,100
Illinois,650,Illinois,Adams,50695,50,-58,100
Illinois,651,Illinois,Carroll,5615,64.2,-74,100
Illinois,652,Illinois,Shelby,5329,40,2075,100
Illinois,653,Illinois,Macoupin,4480,27.2,-93,75
Illinois,654,Illinois,Whiteside,18678,55.6,-91,100
Illinois,674,Chicago,Cook,23324,54.6,-4,100
Illinois,674,Chicago,Cook,54362,66,-5,100
Illinois,675,Chicago,Cook,77799,57.8,-11,100
Illinois,675,Chicago,Cook,467536,73.2,-3,100
Illinois,731,Illinois,Bureau,5400,39.8,276,100
Illinois,857,Illinois,Lawrence,4399,N/A,N/A,N/A
Illinois,983,Illinois,Mchenry,15947,27.75,-51,75
Illinois,984,Illinois,Du Page,18800,51,-69,100
Illinois,1689,Illinois,Du Page,86000,46.14,-5,100
Illinois,462,Illinois,Winnebago,240000,N/A,N/A,N/A
Illinois,546,Illinois,Kankakee,65000,N/A,N/A,N/A
Illinois,1243,Illinois,Du Page,76324,71.4,214,100
Illinois,1527,Illinois,Kendall,13477,64,-20,100
Illinois,1610,Illinois,Washington,3425,36,N/A,100
Illinois,1816,Illinois,Madison,26000,71.67,-80,100
Illinois,1847,Illinois,Du Page,65000,53.6,-25,100
Illinois,1943,Illinois,Sangamon,102000,63.2,-86,100
